
Gurobi 13.0.2 (win64) logging started Sat Jul 11 09:31:02 2026

Set parameter LogFile to value "logs/kstar_nI20_nJ20_nK50_nL5_tI2_tJ2_s2_m1_exact_s0_20260711-093102.gurobi.log"
Set parameter Seed to value 0
Set parameter TimeLimit to value 599.9894558
Set parameter MIPGap to value 0
Set parameter MIPGapAbs to value 0.5
Set parameter Cutoff to value 1e+100
Gurobi Optimizer version 13.0.2 build v13.0.2rc1 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900HX, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 32 threads

Non-default parameters:
TimeLimit  599.9894558
MIPGap  0
MIPGapAbs  0.5
PreCrush  1
LazyConstraints  1

Optimize a model with 10 rows, 45 columns and 200 nonzeros (Min)
Model fingerprint: 0xca5dbd0b
Model has 45 linear objective coefficients
Variable types: 5 continuous, 40 integer (40 binary)
Coefficient statistics:
  Matrix range     [2e+01, 7e+02]
  Objective range  [1e+00, 5e+02]
  Bounds range     [1e+00, 6e+03]
  RHS range        [6e+02, 7e+02]

Using branch priorities.
Presolve removed 6 rows and 0 columns
Presolve time: 0.00s
Presolved: 4 rows, 45 columns, 80 nonzeros
Variable types: 5 continuous, 40 integer (40 binary)

Root relaxation: objective 2.843882e+04, 4 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 30326.7112    0   35 100755.000 30326.7112  69.9%     -    0s
     0     0 30330.8493    0   35 100755.000 30330.8493  69.9%     -    0s
     0     0 30341.8748    0   35 100755.000 30341.8748  69.9%     -    0s
     0     0 30348.7536    0   34 100755.000 30348.7536  69.9%     -    0s
     0     0 30357.5313    0   36 100755.000 30357.5313  69.9%     -    0s
     0     0 30381.4120    0   33 100755.000 30381.4120  69.8%     -    0s
     0     0 30414.4131    0   33 100755.000 30414.4131  69.8%     -    0s
     0     0 30429.1786    0   35 100755.000 30429.1786  69.8%     -    0s
     0     0 30452.2889    0   34 100755.000 30452.2889  69.8%     -    0s
     0     0 30462.6773    0   38 100755.000 30462.6773  69.8%     -    0s
     0     0 30474.8061    0   33 100755.000 30474.8061  69.8%     -    0s
     0     0 30505.3565    0   37 100755.000 30505.3565  69.7%     -    0s
     0     0 30605.0430    0   30 100755.000 30605.0430  69.6%     -    0s
     0     0 30645.4764    0   33 100755.000 30645.4764  69.6%     -    0s
     0     0 30660.5250    0   33 100755.000 30660.5250  69.6%     -    0s
     0     0 30664.6523    0   37 100755.000 30664.6523  69.6%     -    0s
     0     0 30670.0665    0   34 100755.000 30670.0665  69.6%     -    0s
     0     0 30678.9569    0   34 100755.000 30678.9569  69.6%     -    0s
     0     0 30691.6810    0   35 100755.000 30691.6810  69.5%     -    0s
     0     0 30703.5103    0   34 100755.000 30703.5103  69.5%     -    0s
     0     0 30719.4949    0   34 100755.000 30719.4949  69.5%     -    0s
     0     0 30739.0718    0   36 100755.000 30739.0718  69.5%     -    0s
     0     0 30795.2659    0   30 100755.000 30795.2659  69.4%     -    0s
     0     0 30813.2323    0   33 100755.000 30813.2323  69.4%     -    0s
     0     0 30825.0165    0   34 100755.000 30825.0165  69.4%     -    0s
     0     0 30832.1850    0   36 100755.000 30832.1850  69.4%     -    0s
     0     0 30842.2096    0   37 100755.000 30842.2096  69.4%     -    0s
     0     0 30877.3253    0   31 100755.000 30877.3253  69.4%     -    0s
     0     0 30883.7120    0   34 100755.000 30883.7120  69.3%     -    0s
     0     0 30886.7400    0   33 100755.000 30886.7400  69.3%     -    0s
     0     0 30910.2582    0   34 100755.000 30910.2582  69.3%     -    0s
     0     0 30928.3416    0   36 100755.000 30928.3416  69.3%     -    0s
     0     0 30952.2818    0   34 100755.000 30952.2818  69.3%     -    0s
     0     0 30962.8190    0   35 100755.000 30962.8190  69.3%     -    0s
     0     0 30970.1171    0   35 100755.000 30970.1171  69.3%     -    0s
     0     0 31018.2201    0   39 100755.000 31018.2201  69.2%     -    0s
     0     0 31033.7058    0   40 100755.000 31033.7058  69.2%     -    0s
     0     0 31081.4061    0   35 100755.000 31081.4061  69.2%     -    0s
     0     0 31084.6684    0   36 100755.000 31084.6684  69.1%     -    0s
     0     0 31087.1141    0   36 100755.000 31087.1141  69.1%     -    0s
     0     0 31089.0892    0   37 100755.000 31089.0892  69.1%     -    0s
     0     0 31094.4969    0   35 100755.000 31094.4969  69.1%     -    0s
     0     0 31101.3415    0   35 100755.000 31101.3415  69.1%     -    0s
     0     0 31105.9486    0   38 100755.000 31105.9486  69.1%     -    0s
     0     0 31108.5305    0   36 100755.000 31108.5305  69.1%     -    0s
     0     0 31114.2628    0   38 100755.000 31114.2628  69.1%     -    0s
     0     0 31123.7695    0   37 100755.000 31123.7695  69.1%     -    0s
     0     0 31136.2806    0   37 100755.000 31136.2806  69.1%     -    0s
     0     0 31149.9182    0   38 100755.000 31149.9182  69.1%     -    0s
     0     0 31152.7483    0   38 100755.000 31152.7483  69.1%     -    0s
     0     0 31176.9652    0   33 100755.000 31176.9652  69.1%     -    0s
     0     0 31186.9567    0   37 100755.000 31186.9567  69.0%     -    0s
     0     0 31199.5083    0   37 100755.000 31199.5083  69.0%     -    0s
     0     0 31212.0683    0   39 100755.000 31212.0683  69.0%     -    0s
     0     0 31219.6792    0   37 100755.000 31219.6792  69.0%     -    0s
     0     0 31231.6663    0   39 100755.000 31231.6663  69.0%     -    0s
     0     0 31239.9617    0   34 100755.000 31239.9617  69.0%     -    0s
     0     0 31244.1000    0   38 100755.000 31244.1000  69.0%     -    0s
     0     0 31259.8741    0   35 100755.000 31259.8741  69.0%     -    0s
     0     0 31274.4090    0   39 100755.000 31274.4090  69.0%     -    0s
     0     0 31279.0095    0   37 100755.000 31279.0095  69.0%     -    0s
     0     0 31293.4048    0   37 100755.000 31293.4048  68.9%     -    0s
     0     0 31300.3301    0   37 100755.000 31300.3301  68.9%     -    0s
     0     0 31304.9950    0   38 100755.000 31304.9950  68.9%     -    0s
     0     0 31306.7099    0   39 100755.000 31306.7099  68.9%     -    0s
     0     0 31315.0805    0   37 100755.000 31315.0805  68.9%     -    0s
     0     0 31323.6617    0   37 100755.000 31323.6617  68.9%     -    0s
     0     0 31327.0259    0   37 100755.000 31327.0259  68.9%     -    0s
     0     0 31335.0304    0   39 100755.000 31335.0304  68.9%     -    0s
     0     0 31335.8097    0   39 100755.000 31335.8097  68.9%     -    0s
     0     0 31339.8992    0   37 100755.000 31339.8992  68.9%     -    0s
     0     0 31347.3488    0   39 100755.000 31347.3488  68.9%     -    0s
     0     0 31352.5472    0   39 100755.000 31352.5472  68.9%     -    0s
     0     0 31357.4066    0   40 100755.000 31357.4066  68.9%     -    0s
     0     0 31365.2276    0   39 100755.000 31365.2276  68.9%     -    0s
     0     0 31374.5776    0   40 100755.000 31374.5776  68.9%     -    0s
     0     0 31378.4959    0   39 100755.000 31378.4959  68.9%     -    0s
     0     0 31393.8379    0   38 100755.000 31393.8379  68.8%     -    0s
     0     0 31400.1301    0   38 100755.000 31400.1301  68.8%     -    0s
     0     0 31402.3571    0   40 100755.000 31402.3571  68.8%     -    0s
     0     0 31498.4781    0   36 100755.000 31498.4781  68.7%     -    0s
     0     0 31537.1031    0   36 100755.000 31537.1031  68.7%     -    0s
     0     0 31546.6382    0   39 100755.000 31546.6382  68.7%     -    0s
     0     0 31593.9539    0   37 100755.000 31593.9539  68.6%     -    0s
     0     0 31604.7741    0   37 100755.000 31604.7741  68.6%     -    0s
     0     2 31622.3724    0   38 100755.000 31622.3724  68.6%     -    1s
H 3779  2883                    79160.000000 31848.1032  59.8%   3.5    2s
  3794  2893 33692.0000   32   35 79160.0000 31848.1032  59.8%   3.5    5s
H 3794  2748                    65962.000000 31848.1032  51.7%   3.5    5s
  4071  3008 32140.0831   19   20 65962.0000 31861.8111  51.7%   5.3   10s
  6416  4219 33189.4320   38    3 65962.0000 31899.3589  51.6%   6.3   15s
  9247  5587 32057.0331   22   21 65962.0000 31970.5160  51.5%   6.5   20s
 10517  6129 32748.8336   32    5 65962.0000 31972.3071  51.5%   6.5   25s
 11821  6717 32860.4061   34    5 65962.0000 31972.3071  51.5%   6.5   31s
 12700  7396 32725.6820   32    9 65962.0000 31987.3326  51.5%   6.5   35s
 13888  8267 32246.6062   21   20 65962.0000 32007.9447  51.5%   6.4   40s
 15754  9800 35610.2696   47    1 65962.0000 32026.8952  51.4%   6.4   46s
 17267 10804 32086.8291   16   25 65962.0000 32031.8391  51.4%   6.5   50s
 17333 10992 32117.8826   18   22 65962.0000 32031.8391  51.4%   6.5   55s
 17994 11589 32244.9999   23   17 65962.0000 32038.2803  51.4%   6.5   60s
 19111 12534 33320.5622   40    5 65962.0000 32038.2803  51.4%   6.5   65s
 21051 14029 33244.4404   39    2 65962.0000 32058.0248  51.4%   6.5   71s
 23546 16261 34512.2116   44    1 65962.0000 32073.2082  51.4%   6.5   77s
 25463 17894 32652.0000   31    - 65962.0000 32084.1078  51.4%   6.4   81s
 26575 18564 32688.0977   31    8 65962.0000 32093.7187  51.3%   6.4   86s
 28474 20296 32666.7982   31   12 65962.0000 32103.3484  51.3%   6.4   91s
 29601 21235 32506.4549   27   15 65962.0000 32106.7338  51.3%   6.4   95s
 30908 22142 32169.9578   20   20 65962.0000 32106.7338  51.3%   6.4  103s
 31999 22964 32396.2489   24   11 65962.0000 32112.0150  51.3%   6.3  108s
 33482 23629 32525.2910   27    9 65962.0000 32115.3966  51.3%   6.3  111s
 33880 23870 32322.0664   19   23 65962.0000 32115.3966  51.3%   6.3  117s
 34119 24548 32355.9343   20   22 65962.0000 32115.3966  51.3%   6.3  121s
 35210 25312 32385.5448   24   13 65962.0000 32115.3966  51.3%   6.2  127s
 36191 25770 32519.8311   27   19 65962.0000 32115.3966  51.3%   6.2  135s
 37920 27610 32345.8376   24   16 65962.0000 32126.0273  51.3%   6.2  145s
 40331 29647 32639.9253   23   13 65962.0000 32126.0615  51.3%   6.3  155s
 41676 30128 32193.4674   19   14 65962.0000 32134.3659  51.3%   6.2  167s
 42051 30980 33012.6414   34    7 65962.0000 32134.3659  51.3%   6.2  174s
 43427 32162 32258.3137   22   19 65962.0000 32139.5992  51.3%   6.2  180s
 44992 33381 32506.1834   26   14 65962.0000 32145.1547  51.3%   6.2  187s
 46590 34624 32347.3319   22   15 65962.0000 32148.1160  51.3%   6.2  192s
 48546 35877 32356.3025   22   18 65962.0000 32150.8449  51.3%   6.2  201s
 50229 36917 32402.9083   25   21 65962.0000 32153.6223  51.3%   6.1  210s
 51273 38134 33363.5182   33    6 65962.0000 32153.6426  51.3%   6.1  217s
 52924 39121 32545.0468   26   15 65962.0000 32158.4779  51.2%   6.1  226s
 54114 40309 32276.2378   20   20 65962.0000 32158.4779  51.2%   6.1  232s
 55715 41645 32927.5524   31    5 65962.0000 32162.7275  51.2%   6.1  237s
 57465 42578 47777.0000   46    - 65962.0000 32165.9727  51.2%   6.1  244s
 58165 42720 33008.2835   29    8 65962.0000 32166.4116  51.2%   6.1  245s
 58423 43852 32379.5290   24   18 65962.0000 32166.4116  51.2%   6.1  250s
H60306 42044                    62405.000000 32171.3320  48.4%   6.1  254s
 60308 42045 33231.5648   39   33 62405.0000 32171.3320  48.4%   6.1  256s
 60311 42047 33021.0000   35   39 62405.0000 32171.3320  48.4%   6.1  260s
 60315 42050 32208.7835   23   40 62405.0000 32171.3320  48.4%   6.1  265s
H60316 39947                    59090.000000 32171.3320  45.6%   6.1  269s
 60318 39949 32707.0000   30   38 59090.0000 32171.3320  45.6%   6.1  270s
H60318 37951                    58764.000000 32171.3320  45.3%   6.1  272s
H60318 36053                    56705.000000 32171.3320  43.3%   6.1  272s
 60322 36055 33640.0000   40   40 56705.0000 32171.3320  43.3%   6.1  275s
 60328 36059 32948.9626   30   37 56705.0000 32171.3320  43.3%   6.1  280s
 60332 36062 33128.6493   39   39 56705.0000 32171.3320  43.3%   6.1  285s
 60335 36064 33202.6225   37   37 56705.0000 32171.3320  43.3%   6.1  290s
H60336 34262                    53123.000000 32171.3320  39.4%   6.1  292s
H60336 32548                    49397.000000 32171.3320  34.9%   6.1  292s
 60352 32575 32171.3320   26   28 49397.0000 32171.3320  34.9%   6.1  295s
 60432 32681 32171.3320   29   29 49397.0000 32171.3320  34.9%   6.2  302s
 60500 32764 32171.3320   30   30 49397.0000 32171.3320  34.9%   6.2  307s
 60756 32956 32171.3320   32   20 49397.0000 32171.3320  34.9%   6.2  311s
 61011 33078 32171.3320   34   18 49397.0000 32171.3320  34.9%   6.3  315s
 61368 33212 47909.0000   58    - 49397.0000 32171.3320  34.9%   6.3  320s
 61550 33334 32171.3320   37   18 49397.0000 32171.3320  34.9%   6.3  325s
 61821 33547 32188.6251   40   15 49397.0000 32171.3320  34.9%   6.3  330s
 62079 33691 32263.2205   42   12 49397.0000 32171.3320  34.9%   6.3  335s
 62553 33789 32417.8585   46   10 49397.0000 32171.3320  34.9%   6.3  342s
 62718 33934 32453.6713   48   10 49397.0000 32171.3320  34.9%   6.3  345s
 63314 34263 47956.8193   58    1 49397.0000 32171.3320  34.9%   6.3  352s
 63898 34542 32171.3320   31   26 49397.0000 32171.3320  34.9%   6.3  357s
 64205 34777 34564.6059   59    1 49397.0000 32171.3320  34.9%   6.4  360s
 65009 35252 32529.2657   42   14 49397.0000 32171.3320  34.9%   6.4  366s
 66042 35693 36484.3985   59    1 49397.0000 32171.3320  34.9%   6.4  372s
 66361 36032 32171.3320   32   21 49397.0000 32171.3320  34.9%   6.4  375s
 67608 36481 32775.3695   44   11 49397.0000 32171.3320  34.9%   6.4  383s
 68058 36885 32171.3320   32   22 49397.0000 32171.3320  34.9%   6.5  387s
 68831 37178 33044.1186   48    4 49397.0000 32171.3320  34.9%   6.4  391s
 69579 37504 32467.4970   40   15 49397.0000 32171.3320  34.9%   6.4  395s
 70995 38115 32171.3320   33   22 49397.0000 32171.3320  34.9%   6.4  404s
 71718 38495 36492.6744   57    2 49397.0000 32171.3320  34.9%   6.4  408s
 72475 38819 32792.6863   45   13 49397.0000 32171.3320  34.9%   6.4  413s
 73274 39186 32171.3320   35   21 49397.0000 32171.3320  34.9%   6.4  418s
 74011 39114 33626.2095   57    2 49397.0000 32171.3320  34.9%   6.5  425s
 74161 39510 32171.3320   37   20 49397.0000 32171.3320  34.9%   6.5  433s
 74777 39913 32209.7971   42   16 49397.0000 32171.3320  34.9%   6.5  437s
 75445 40238 33054.1169   55    2 49397.0000 32171.3320  34.9%   6.5  441s
 76197 40199 32347.7293   38   16 49397.0000 32171.3320  34.9%   6.5  447s
 76313 40587 32449.5457   39   13 49397.0000 32171.3320  34.9%   6.5  453s
 77029 40854 32171.3320   39   18 49397.0000 32171.3320  34.9%   6.5  459s
 77619 41306 32171.3320   35   19 49397.0000 32171.3320  34.9%   6.5  465s
 78467 41641 32171.3320   37   20 49397.0000 32171.3320  34.9%   6.5  472s
 79247 42113 32212.3641   36   12 49397.0000 32171.3320  34.9%   6.5  478s
 80149 42496 33071.2710   48    1 49397.0000 32171.3320  34.9%   6.5  484s
 81497 42956 33027.4299   54    2 49397.0000 32171.3320  34.9%   6.5  490s
 82627 43650 32707.3329   46   11 49397.0000 32171.3320  34.9%   6.5  496s
 83834 44140 32196.7272   36   24 49397.0000 32171.3320  34.9%   6.5  502s
 84904 44764 32191.1550   40   13 49397.0000 32171.3320  34.9%   6.5  508s
 86074 45356 32171.3320   37   22 49397.0000 32171.3320  34.9%   6.5  515s
 87351 45925 33059.2377   50    2 49397.0000 32171.3320  34.9%   6.5  522s
 88685 46457 32171.3320   33   17 49397.0000 32171.3320  34.9%   6.5  531s
 89884 47051 32661.2284   45    8 49397.0000 32171.3320  34.9%   6.5  539s
 90206 47006 32481.6539   44   11 49397.0000 32171.3320  34.9%   6.5  540s
 91119 47719 32265.1264   34   16 49397.0000 32171.3320  34.9%   6.6  547s
 92573 48324 32171.3320   32   21 49397.0000 32171.3320  34.9%   6.6  555s
 93857 49061 32693.1590   46   11 49397.0000 32171.3320  34.9%   6.6  564s
 95403 49740 32547.3441   42   12 49397.0000 32171.3320  34.9%   6.6  572s
 96962 50377 32189.2377   35   18 49397.0000 32171.3320  34.9%   6.6  583s
 98359 51123 32303.3093   35   21 49397.0000 32171.3320  34.9%   6.6  593s
 100038 51662 32171.3320   33   16 49397.0000 32171.3320  34.9%   6.6  600s

Cutting planes:
  MIR: 31
  Flow cover: 11

Explored 101239 nodes (669461 simplex iterations) in 601.22 seconds (167.28 work units)
Thread count was 32 (of 32 available processors)

Solution count 10: 49397 53123 56705 ... 107836

Time limit reached
Best objective 4.939700000000e+04, best bound 3.217133201784e+04, gap 34.8719%

User-callback calls 232192, time in user-callback 33.09 sec
